"date","h_median","h_lo","h_hi","vol_median","vol_lo","vol_hi"
2016-06-01,0.000877234639443034,0.000558485473579194,0.0015028310717098,0.0296181471304846,0.0236322972556456,0.0387663652114794
2016-07-01,0.0205291782560402,0.00921212450176527,0.0720251596535927,0.143280069291023,0.0959798129908851,0.268375035451498
2016-08-01,0.0131140206323683,0.00797122358796714,0.0226412612107809,0.114516464459781,0.0892817091456427,0.150470133949502
2016-09-01,0.00369108000015205,0.00199943185032213,0.0065039651020276,0.0607542591112101,0.0447150069923077,0.0806471642528589
2016-10-01,0.00125504431351606,0.000576307107762436,0.00257068496310728,0.035426604600442,0.0240063972257904,0.0507019226766331
2016-11-01,0.00044992019027355,0.000201294459839871,0.000994857229245469,0.0212113222188894,0.0141878278760306,0.031541357441389
2016-12-01,0.000163693189005924,6.91484184459823e-05,0.000393281175926593,0.0127942639102812,0.00831555280459347,0.0198313180582278
2017-01-01,6.52057648092779e-05,2.58844069714749e-05,0.000164560836572548,0.00807500865691659,0.00508767205816913,0.0128281267756656
2017-02-01,3.51607620085857e-05,1.44210334403724e-05,8.60196264082541e-05,0.00592965108658053,0.00379750358003418,0.00927467662014445
2017-03-01,2.35413551879179e-05,1.04006645155246e-05,5.42060168055788e-05,0.00485194344442697,0.0032250061264321,0.00736247355211404
2017-04-01,2.58085723035401e-05,1.59017304105876e-05,4.74341827122919e-05,0.00508021380490428,0.00398769738202231,0.00688724783293674
2017-05-01,2.4756299703356e-05,1.6164010390332e-05,4.17411506769551e-05,0.00497557028925891,0.00402044902844596,0.00646073917419324
2017-06-01,2.48794671768484e-05,1.65908723866835e-05,3.97875531663e-05,0.00498793215439509,0.00407318946118193,0.00630773756320759
2017-07-01,2.58019695045822e-05,1.7479246602317e-05,4.02088811593351e-05,0.0050795639088983,0.00418081889135574,0.00634104732353695
